"","tfs","tfs_zulu","px","pz","pitch_type","count","inning_side.x","inning.x","p_throws","b_height","stand","zone","id"
"1101","210715","2017-10-01T21:07:15Z",0.261819650646638,2.71520880157331,"FF","0-0","bottom",6,"R","6-3","R",6,443
"1102","210848","2017-10-01T21:08:48Z",0.690506229681858,2.19014484148381,"FC","0-0","bottom",6,"R","6-0","L",9,450
"1103","211106","2017-10-01T21:11:06Z",0.740554335674316,2.2951942196507,"FC","2-2","bottom",6,"L","5-9","L",14,455
"1104","211430","2017-10-01T21:14:30Z",1.30545558174267,2.49136651223344,"FC","2-2","bottom",6,"R","6-1","L",14,468
"1105","211545","2017-10-01T21:15:45Z",-0.126721124657137,2.81843444253619,"FF","3-2","bottom",6,"R","5-11","L",5,471
"1106","211644","2017-10-01T21:16:44Z",-0.569202373847917,2.10884239248985,"FF","0-1","bottom",6,"L","6-4","L",7,476
"1107","211712","2017-10-01T21:17:12Z",-0.336776780649747,2.84237137759918,"FF","0-2","bottom",6,"L","6-0","L",1,477
"1108","212005","2017-10-01T21:20:05Z",-0.516604438079625,1.7847969183407,"CU","0-0","top",7,"R","6-5","L",7,485
"1109","212201","2017-10-01T21:22:01Z",-0.579396289587869,3.05687404211291,"CU","1-0","top",7,"R","6-0","R",1,492
"1110","213931","2017-10-01T21:39:31Z",0.457148623717877,2.34594197698628,"SL","0-0","top",7,"R","6-4","R",6,550
"1111","215936","2017-10-01T21:59:36Z",-0.348539354852363,2.5960580319604,"FC","0-0","top",8,"R","5-11","R",4,617
"1112","220210","2017-10-01T22:02:10Z",-0.564752075650055,1.71351612228582,"FF","0-0","top",8,"R","6-5","L",7,625
"1113","220523","2017-10-01T22:05:23Z",-0.310059990676473,1.93916503231287,"FC","0-0","bottom",8,"L","6-3","R",7,632
"1114","221241","2017-10-01T22:12:41Z",-0.227920500184535,2.27144710840527,"FF","0-0","bottom",8,"L","5-11","L",5,659
"1115","191409","2017-10-01T19:14:09Z",0.286816698322041,4.37448126075254,"FF","0-2","top",1,"R","6-0","L",12,19
"1116","192645","2017-10-01T19:26:45Z",0.748811386739779,2.05429703833031,"FF","0-0","top",2,"R","6-2","R",14,60
"1117","193219","2017-10-01T19:32:19Z",0.906558888274403,2.27270970353757,"FF","0-0","bottom",2,"L","6-0","L",14,81
"1118","193621","2017-10-01T19:36:21Z",-0.710282412100099,1.51229422943085,"FS","1-2","bottom",2,"L","5-11","R",13,100
"1119","194634","2017-10-01T19:46:34Z",-0.274773565491363,2.49273264454417,"FS","0-0","bottom",3,"R","5-9","L",4,134
"1120","194820","2017-10-01T19:48:20Z",0.086743110062165,2.72554428581736,"FF","2-2","bottom",3,"R","5-11","L",2,139
"1121","194916","2017-10-01T19:49:16Z",0.764933566403677,2.14084520711002,"FF","3-2","bottom",3,"R","6-2","R",14,141
"1122","195525","2017-10-01T19:55:25Z",-0.00853180862935746,2.13027590798217,"CH","0-0","top",4,"R","5-10","R",8,159
"1123","201329","2017-10-01T20:13:29Z",1.03504939130293,2.04445463138425,"FF","1-1","top",5,"R","6-1","R",14,218
"1124","202352","2017-10-01T20:23:52Z",-0.495812292663861,2.58528371212025,"FF","3-1","bottom",5,"R","6-1","R",4,251
"1125","202615","2017-10-01T20:26:15Z",-0.118896023234962,2.79901612081072,"FF","0-0","bottom",5,"L","5-10","R",2,263
"1126","202615","2017-10-01T20:26:15Z",-0.118896023234962,2.79901612081072,"FF","0-0","bottom",5,"R","5-8","L",2,263
"1127","204607","2017-10-01T20:46:07Z",0.334989589853358,2.78986872100781,"FF","0-2","top",7,"L","6-1","R",6,331
"1128","210232","2017-10-01T21:02:32Z",0.413250554361676,2.10767711489248,"FF","1-1","top",8,"R","6-3","R",9,390
"1129","211101","2017-10-01T21:11:01Z",-1.11832694596719,2.64845473841406,"FF","0-0","bottom",8,"R","5-9","L",11,421
"1130","211206","2017-10-01T21:12:06Z",-0.255053394707856,1.93446035117625,"FS","0-0","bottom",8,"R","6-2","R",7,428
"1131","211206","2017-10-01T21:12:06Z",-0.255053394707856,1.93446035117625,"FS","0-0","bottom",8,"R","6-1","R",7,428
"1132","192307","2017-10-01T19:23:07Z",-0.528446449189469,1.54956622364113,"SI","2-0","bottom",1,"L","6-3","R",7,45
"1133","193206","2017-10-01T19:32:06Z",-1.27715319668802,2.27707880064906,"CH","1-0","bottom",1,"R","6-2","R",13,84
"1134","194020","2017-10-01T19:40:20Z",1.32269826108762,1.99011561564866,"FC","2-2","top",2,"R","5-9","L",14,117
"1135","194454","2017-10-01T19:44:54Z",-1.34923879852973,2.85624191825347,"SI","2-2","bottom",2,"R","6-1","R",11,130
"1136","195149","2017-10-01T19:51:49Z",-0.437521423019263,1.54652280273961,"FC","2-2","top",3,"R","6-2","R",13,157
"1137","195525","2017-10-01T19:55:25Z",0.563523341416311,2.2871133473963,"FF","0-1","bottom",3,"R","5-10","R",6,168
"1138","195806","2017-10-01T19:58:06Z",0.0861739226577342,1.11952177381757,"SL","0-0","bottom",3,"R","6-5","L",14,177
"1139","200719","2017-10-01T20:07:19Z",0.541953709437389,2.07610704206945,"FF","0-0","top",4,"R","6-0","R",9,209
"1140","201732","2017-10-01T20:17:32Z",-0.0130222527887142,2.70406858666997,"FC","1-0","top",5,"L","6-1","R",5,242
"1141","202016","2017-10-01T20:20:16Z",0.437302543262282,2.38162584773863,"FC","0-1","top",5,"R","6-1","L",6,255
"1142","202215","2017-10-01T20:22:15Z",0.0230021849908915,1.58432761439394,"FF","2-2","top",5,"R","6-0","L",8,259
"1143","203557","2017-10-01T20:35:57Z",0.0351262773508067,0.391870702683083,"CU","0-2","top",6,"L","6-0","R",14,313
"1144","203640","2017-10-01T20:36:40Z",0.0480268676411915,2.32997703875628,"FC","0-0","top",6,"R","6-2","L",5,317
"1145","204811","2017-10-01T20:48:11Z",0.708823707857783,2.014856666943,"SL","0-1","bottom",6,"L","5-10","R",14,355
"1146","205711","2017-10-01T20:57:11Z",-0.405113785604794,1.46562440695358,"CU","2-2","top",7,"R","6-1","R",13,381
"1147","212308","2017-10-01T21:23:08Z",0.184850045762033,2.83273808760159,"FF","0-1","top",8,"R","6-3","R",2,453
"1148","213556","2017-10-01T21:35:56Z",0.876045022553471,2.16379562447775,"FT","1-1","bottom",8,"R","6-3","R",14,495
"1149","195302","2017-10-01T19:53:02Z",-0.485564674317371,3.19297578795891,"FT","1-1","top",1,"L","5-11","L",1,10
"1150","195525","2017-10-01T19:55:25Z",1.07321970528751,2.90364747695924,"FT","2-1","top",1,"R","5-10","R",12,20
"1151","201130","2017-10-01T20:11:30Z",0.326236021655254,3.03370808431653,"FF","2-2","bottom",1,"R","6-4","L",12,79
"1152","201227","2017-10-01T20:12:27Z",-0.309447432069455,2.11543226012472,"FF","3-2","bottom",1,"L","6-3","R",4,81
"1153","201856","2017-10-01T20:18:56Z",-0.0897835431523696,3.50123505929071,"FT","0-0","top",2,"L","6-1","R",11,104
"1154","202503","2017-10-01T20:25:03Z",0.0809958143149932,1.71914548447789,"CU","0-0","bottom",2,"L","5-9","L",8,125
"1155","203255","2017-10-01T20:32:55Z",0.535010394750722,2.9858299159473,"FF","0-0","top",3,"L","6-2","R",3,151
"1156","204917","2017-10-01T20:49:17Z",0.448482242492431,2.36681522546744,"FT","0-1","top",4,"R","6-3","L",9,209
"1157","205527","2017-10-01T20:55:27Z",-0.413467089131015,2.61813474082733,"FS","0-0","bottom",4,"R","6-3","R",1,230
"1158","210536","2017-10-01T21:05:36Z",-0.441100488760941,2.43376744509319,"FF","3-0","bottom",4,"R","5-10","R",4,284
"1159","211212","2017-10-01T21:12:12Z",-0.0727806085892882,0.42883792001377,"CH","0-2","top",5,"L","5-11","R",13,305
"1160","211729","2017-10-01T21:17:29Z",-0.447597177265314,2.90004629545314,"FT","3-1","top",5,"R","6-1","L",1,328
"1161","212704","2017-10-01T21:27:04Z",0.127846157991311,2.74412850881533,"FF","0-0","top",6,"R","6-5","R",5,367
"1162","191328","2017-10-01T19:13:28Z",0.446366181449279,2.34329269095293,"FT","1-0","top",1,"L","5-11","R",6,15
"1163","191608","2017-10-01T19:16:08Z",-0.394572831138854,2.02084865018484,"FT","2-2","top",1,"R","6-0","L",7,24
"1164","192211","2017-10-01T19:22:11Z",0.308250910847409,2.83577455651301,"FF","3-2","top",1,"L","6-0","R",3,50
"1165","192645","2017-10-01T19:26:45Z",0.203908368730067,2.61370191780643,"FF","0-0","bottom",1,"R","6-2","R",5,65
"1166","193255","2017-10-01T19:32:55Z",-0.337227289346753,3.11106484826161,"FF","1-0","top",2,"R","6-1","R",1,82
"1167","194117","2017-10-01T19:41:17Z",0.247855404398139,2.67946440622232,"FF","1-1","bottom",2,"L","6-1","R",6,108
"1168","194117","2017-10-01T19:41:17Z",0.247855404398139,2.67946440622232,"FF","1-1","bottom",2,"R","6-0","R",6,108
"1169","194253","2017-10-01T19:42:53Z",-0.106040452442169,2.61224193138424,"SL","1-0","bottom",2,"R","5-11","R",5,114
"1170","195232","2017-10-01T19:52:32Z",0.593445068667434,2.43284954866989,"FF","1-1","top",3,"R","6-1","L",6,149
"1171","195327","2017-10-01T19:53:27Z",0.508593348084234,1.4221823363639,"CH","1-2","top",3,"L","6-2","R",14,151
"1172","202136","2017-10-01T20:21:36Z",0.245806470145015,1.97648184744685,"CU","1-2","top",4,"R","6-2","R",9,246
"1173","202136","2017-10-01T20:21:36Z",-0.302312144954879,3.07313823275153,"FF","1-2","top",4,"R","6-2","R",1,247
"1174","213338","2017-10-01T21:33:38Z",-0.0296093995700164,2.75042395212437,"FC","1-1","bottom",6,"R","6-1","R",2,511
"1175","213406","2017-10-01T21:34:06Z",0.247221789148089,1.9620410959512,"CU","1-2","bottom",6,"R","6-1","R",9,512
"1176","214342","2017-10-01T21:43:42Z",0.126042259050415,3.36336085495392,"FF","1-0","top",7,"R","6-0","R",2,545
"1177","214406","2017-10-01T21:44:06Z",0.22418878972461,2.99387111532754,"SL","1-1","top",7,"R","6-4","R",2,546
"1178","214438","2017-10-01T21:44:38Z",0.380234439918012,2.2610640426425,"SL","1-2","top",7,"R","6-6","R",6,547
"1179","214837","2017-10-01T21:48:37Z",0.65095388899981,2.33753576629001,"FF","0-1","top",7,"R","6-2","L",6,561
"1180","220340","2017-10-01T22:03:40Z",-0.705305451394656,3.2236787599784,"FF","0-0","bottom",7,"R","6-4","R",1,610
"1181","193954","2017-10-01T19:39:54Z",-0.879913057771945,2.68258206025877,"FT","1-1","top",2,"L","6-1","R",11,87
"1182","195432","2017-10-01T19:54:32Z",0.277132070754062,1.60860234497195,"CH","1-2","top",3,"R","6-4","R",9,132
"1183","195757","2017-10-01T19:57:57Z",-0.571618767063499,2.67654477767646,"KC","3-1","top",3,"R","6-1","R",4,148
"1184","201430","2017-10-01T20:14:30Z",0.673221472431172,2.34063479794133,"CH","2-2","top",4,"R","5-11","R",6,211
"1185","203426","2017-10-01T20:34:26Z",0.0617186010609214,1.74674180415622,"FF","0-1","bottom",4,"L","6-0","L",8,280
"1186","210202","2017-10-01T21:02:02Z",-0.914362608601232,1.7113894139844,"FF","0-2","bottom",5,"R","6-0","L",13,399
"1187","212201","2017-10-01T21:22:01Z",-0.765481526704749,2.20354568862619,"FT","1-1","top",6,"R","6-0","R",13,456
"1188","212735","2017-10-01T21:27:35Z",0.31624416558962,2.06178636358669,"FT","0-1","top",6,"R","6-1","R",9,486
"1189","213210","2017-10-01T21:32:10Z",-0.448460697437377,3.28681518024014,"FT","3-2","top",6,"L","5-9","L",1,500
"1190","213338","2017-10-01T21:33:38Z",-0.412389901876352,1.91312287099852,"FT","0-0","top",6,"R","6-1","R",7,510
"1191","214812","2017-10-01T21:48:12Z",1.0180529465717,2.56406087066947,"FT","1-2","bottom",6,"R","6-1","R",12,555
"1192","215943","2017-10-01T21:59:43Z",0.158869056005634,2.34740941690948,"FT","0-1","top",7,"R","5-10","L",5,592
"1193","220210","2017-10-01T22:02:10Z",-0.718692025939917,2.33306558445569,"FT","0-0","top",7,"R","6-5","L",13,608
"1194","222315","2017-10-01T22:23:15Z",0.137947378936214,1.22420495138431,"SL","0-1","top",8,"R","5-11","L",14,693
"1195","224734","2017-10-01T22:47:34Z",0.115501801874572,2.62198050887437,"FT","0-0","bottom",9,"R","6-5","R",5,789
"1196","193425","2017-10-01T19:34:25Z",0.734907699765107,3.20019697116493,"SL","1-1","bottom",1,"R","6-3","R",12,82
"1197","193606","2017-10-01T19:36:06Z",0.713854618975881,3.56224375534372,"FF","3-2","bottom",1,"R","6-1","L",12,87
"1198","195406","2017-10-01T19:54:06Z",0.0172882632432102,1.22986365775941,"SL","0-1","top",3,"R","6-3","R",14,156
"1199","202131","2017-10-01T20:21:31Z",0.167390173474936,0.676001093522328,"CU","1-0","top",5,"R","5-11","L",14,254
"1200","202952","2017-10-01T20:29:52Z",-0.189711279379265,2.63812653530566,"CU","0-0","bottom",5,"L","6-4","L",5,284
"1201","203922","2017-10-01T20:39:22Z",0.491054964495776,1.94799972325637,"SL","0-0","bottom",6,"R","6-0","L",9,314
"1202","204729","2017-10-01T20:47:29Z",0.605621391212917,2.28389721916517,"FF","1-1","top",7,"R","6-4","R",6,350
"1203","205324","2017-10-01T20:53:24Z",-0.0160143498218286,2.58126074105343,"CU","2-1","bottom",7,"L","5-10","L",5,370
"1204","210433","2017-10-01T21:04:33Z",0.0424275017536424,2.81022261857445,"FF","2-2","top",8,"R","5-10","R",2,410
"1205","212139","2017-10-01T21:21:39Z",0.245794093813072,3.02809218592476,"FF","0-1","bottom",8,"R","6-1","R",3,479
"1206","192615","2017-10-01T19:26:15Z",1.49133675777029,2.23786206257829,"FF","3-2","top",1,"L","6-1","R",14,17
"1207","193103","2017-10-01T19:31:03Z",-0.463499095728023,2.88562123577639,"CU","0-2","bottom",1,"R","6-0","R",1,32
"1208","194204","2017-10-01T19:42:04Z",-0.806410606440133,1.81474282624468,"CU","0-0","top",2,"L","6-2","R",13,73
"1209","194223","2017-10-01T19:42:23Z",-0.69038385110848,1.40045530159105,"CU","0-1","top",2,"L","6-0","R",7,74
"1210","194555","2017-10-01T19:45:55Z",-0.438206135939696,2.52796721357147,"FF","0-0","bottom",2,"R","6-1","L",4,83
"1211","200507","2017-10-01T20:05:07Z",-0.2804172025243,2.21952949119584,"FF","2-1","bottom",3,"R","6-2","R",4,159
"1212","200958","2017-10-01T20:09:58Z",-0.67805743103234,3.15566145271986,"FF","1-2","top",4,"R","5-11","L",1,174
"1213","203143","2017-10-01T20:31:43Z",0.701810458714335,2.3641330808299,"FF","1-0","top",5,"R","6-3","R",6,261
"1214","204139","2017-10-01T20:41:39Z",-0.866326355862552,2.30758592597766,"FF","0-0","bottom",5,"R","6-6","R",13,294
"1215","205602","2017-10-01T20:56:02Z",-1.12473755266264,1.75967076259176,"CU","1-2","top",6,"R","6-0","R",13,360
"1216","213901","2017-10-01T21:39:01Z",-0.210435950907845,2.48772455482247,"FF","0-0","top",9,"R","6-2","L",5,512
"1217","214144","2017-10-01T21:41:44Z",-0.631549460086441,2.98421827473179,"SL","0-0","top",9,"R","5-10","R",1,526
"1218","214144","2017-10-01T21:41:44Z",-0.631549460086441,2.98421827473179,"SL","0-0","top",9,"L","6-0","L",1,526
"1219","012250","2017-10-06T01:22:50Z",0.508593566478536,2.44763471079113,"FC","1-0","top",5,"R","6-3","R",6,304
"1220","213203","2017-10-06T21:32:03Z",-0.461440074011412,3.18220881747758,"SI","0-0","bottom",1,"L","5-11","R",1,70
"1221","002822","2017-10-07T00:28:22Z",-1.06089158662873,3.91631768013933,"FF","0-2","top",4,"R","6-2","R",11,166
"1222","040321","2017-10-08T04:03:21Z",0.3653167218985,3.55064784100607,"FF","0-0","top",7,"R","6-1","L",12,538
"1223","175946","2017-10-09T17:59:46Z",-0.343538686102608,3.20445419482687,"FT","0-0","top",2,"R","6-4","R",11,153
"1224","182518","2017-10-09T18:25:18Z",0.706912845662694,2.90582415369559,"CH","0-0","top",3,"R","6-0","R",3,222
"1225","182912","2017-10-09T18:29:12Z",0.643653794138452,2.23404839280534,"FF","0-0","top",3,"R","6-4","R",6,235
"1226","204857","2017-10-09T20:48:57Z",0.478631571241226,2.09306447623431,"FF","0-0","top",9,"R","6-0","R",9,621
"1227","205347","2017-10-09T20:53:47Z",-0.923302908772942,2.53205310606842,"KC","0-0","top",9,"R","6-0","R",11,634
"1228","231234","2017-10-09T23:12:34Z",0.0645593217066235,1.03884066120088,"CH","0-1","top",1,"R","5-11","L",14,15
"1229","234101","2017-10-11T23:41:01Z",-0.627160845900125,2.83605966016553,"CU","0-0","bottom",8,"R","6-3","L",4,590
"1230","005617","2017-10-12T00:56:17Z",0.00729786863327996,2.72025441621973,"SI","0-0","top",3,"R","6-2","R",5,142
"1231","014008","2017-10-14T01:40:08Z",0.0676977034316687,2.02579565149766,"FF","0-0","top",5,"L","6-3","R",8,256
"1232","010328","2017-10-20T01:03:28Z",0.424293735285171,2.24105938009246,"SL","0-0","top",3,"R","5-11","R",6,170
"1233","232041","2017-09-22T23:20:41Z",-0.65190294879974,1.30578269793034,"FF","1-1","bottom",1,"R","6-3","L",13,40
"1234","000423","2017-09-23T00:04:23Z",-0.0743912308804739,2.0593131528954,"FF","1-2","top",4,"R","6-0","L",8,181
"1235","000507","2017-09-23T00:05:07Z",0.483087147944285,2.42157888393213,"SL","0-0","top",4,"R","6-0","L",6,185
"1236","002335","2017-09-23T00:23:35Z",-0.840559358799147,1.92169288938737,"CU","1-0","bottom",4,"R","6-3","L",13,246
"1237","004856","2017-09-23T00:48:56Z",-0.358812230233856,1.83874784300087,"SL","3-2","bottom",5,"R","6-1","R",7,321
"1238","005051","2017-09-23T00:50:51Z",-0.460360254205485,2.57881277810909,"FT","3-1","bottom",5,"R","6-1","L",4,329
"1239","011614","2017-09-23T01:16:14Z",-0.488037116439506,2.14218424684252,"FT","0-0","top",7,"R","6-3","R",7,410
"1240","012041","2017-09-23T01:20:41Z",-0.100656128530728,2.66944574358852,"FT","1-1","top",7,"R","5-11","R",5,427
"1241","013145","2017-09-23T01:31:45Z",0.245213488648403,2.04356215420527,"FF","3-0","top",8,"L","5-9","R",9,461
"1242","013648","2017-09-23T01:36:48Z",-0.0338864594448841,1.94517317366367,"SI","0-1","bottom",8,"R","6-2","R",8,477
"1243","014040","2017-09-23T01:40:40Z",0.0972353317756087,1.89784508283622,"CH","2-0","bottom",8,"L","6-2","R",8,494
"1244","234329","2017-09-22T23:43:29Z",-0.311532071514593,3.20306226130138,"FF","2-2","top",1,"R","6-1","R",1,21
"1245","004851","2017-09-23T00:48:51Z",-0.238861425930515,2.2612531958764,"SL","0-0","top",4,"R","5-9","R",4,217
"1246","005940","2017-09-23T00:59:40Z",0.56302926223549,3.81580948436563,"FF","0-1","top",4,"R","6-0","L",12,255
"1247","011226","2017-09-23T01:12:26Z",0.410353554345372,2.76648806274908,"SL","0-0","top",5,"R","6-4","R",3,291
"1248","011748","2017-09-23T01:17:48Z",-0.811723772180189,1.67410591957212,"CH","2-2","top",5,"L","5-11","R",13,305
"1249","015326","2017-09-23T01:53:26Z",0.6555841700545,3.68874099570483,"FT","1-2","top",6,"L","6-0","R",12,414
"1250","023841","2017-09-23T02:38:41Z",0.187128716692798,3.18576689568161,"FF","2-2","top",8,"R","6-1","R",2,543
"1251","001207","2017-09-23T00:12:07Z",0.0911821454558362,2.44927412103803,"SL","0-0","top",1,"R","6-2","R",5,7
"1252","001802","2017-09-23T00:18:02Z",0.257624103248702,3.26626768447795,"FF","0-1","top",1,"L","6-2","R",3,22
"1253","001942","2017-09-23T00:19:42Z",0.546509243961112,1.13647507346635,"SL","1-0","top",1,"R","6-6","R",14,28
"1254","003951","2017-09-23T00:39:51Z",-0.306383747834641,3.00958039912258,"FF","0-1","top",2,"R","6-1","R",1,79
"1255","012129","2017-09-23T01:21:29Z",1.07687097938788,2.97328846332444,"FF","0-0","bottom",4,"L","6-0","R",12,195
"1256","013543","2017-09-23T01:35:43Z",0.343329891224359,2.82919302875331,"FF","2-2","top",5,"L","6-3","R",6,233
"1257","024105","2017-09-23T02:41:05Z",0.427398914859579,1.80466267229005,"SL","0-1","top",8,"R","6-3","R",9,422
"1258","024024","2017-09-23T02:40:24Z",0.518324405568057,1.85942588339978,"CH","0-2","top",8,"R","6-2","R",9,423
"1259","024951","2017-09-23T02:49:51Z",0.721099788828901,2.14262778163258,"CU","0-0","bottom",3,"R","6-3","R",14,134
"1260","014029","2017-09-26T01:40:29Z",0.180119448274203,3.20759066618081,"FC","1-0","top",1,"R","6-1","L",2,4
"1261","020720","2017-09-26T02:07:20Z",0.599633399077293,2.12631109397483,"FC","3-2","top",2,"L","6-1","R",6,90
"1262","021840","2017-09-26T02:18:40Z",-0.459718178484465,2.03523121461167,"SL","0-0","bottom",2,"L","6-1","R",4,126
"1263","021853","2017-09-26T02:18:53Z",-0.858759853523751,1.87869103194113,"SL","0-1","bottom",2,"R","5-10","R",13,127
"1264","023353","2017-09-26T02:33:53Z",0.895777811148372,1.84053210336756,"SL","1-0","bottom",3,"R","6-3","R",14,173
"1265","023353","2017-09-26T02:33:53Z",0.895777811148372,1.84053210336756,"SL","1-0","bottom",3,"L","6-1","R",14,173
"1266","031954","2017-09-26T03:19:54Z",0.943092790858443,0.582224629154081,"CU","2-0","top",5,"R","6-0","R",14,335
"1267","032509","2017-09-26T03:25:09Z",-1.09212029582917,1.79321223254221,"CH","1-1","top",5,"R","5-11","R",13,349
"1268","004417","2017-09-27T00:44:17Z",0.594812950018172,2.22797043315762,"FF","3-1","top",1,"R","5-10","R",9,11
"1269","005015","2017-09-27T00:50:15Z",-0.245558523153466,1.95050400619099,"FF","0-0","bottom",1,"R","6-2","R",7,31
"1270","012150","2017-09-27T01:21:50Z",-0.846878739142935,1.67444806428537,"FT","1-1","bottom",2,"R","6-7","R",13,125
"1271","012459","2017-09-27T01:24:59Z",0.878535530378261,2.53531377428768,"FT","1-0","top",3,"R","6-2","R",14,150
"1272","015105","2017-09-27T01:51:05Z",-0.284151060066304,2.58162760338206,"FF","0-1","bottom",4,"R","6-3","L",4,225
"1273","015355","2017-09-27T01:53:55Z",-0.745352058939822,2.00123295411071,"FT","1-0","bottom",4,"R","6-1","R",13,235
"1274","020458","2017-09-27T02:04:58Z",-0.213512665664864,1.92164576073727,"FF","2-1","top",5,"R","6-1","L",8,273
"1275","021455","2017-09-27T02:14:55Z",-0.185500471991454,1.89892657240204,"FF","0-0","bottom",5,"L","6-2","R",8,310
"1276","030145","2017-09-27T03:01:45Z",-0.417429208296132,1.90567139350681,"CH","1-0","top",8,"R","6-2","R",7,462
"1277","014059","2017-09-27T01:40:59Z",0.708160073388125,1.80425279721581,"FF","3-0","top",1,"L","6-4","R",9,6
"1278","014211","2017-09-27T01:42:11Z",-0.158908605798069,1.38283404412674,"FF","0-0","top",1,"L","6-3","L",8,12
"1279","014437","2017-09-27T01:44:37Z",-0.882355323555275,1.56989076607264,"CU","1-1","top",1,"L","5-11","R",13,20
"1280","020620","2017-09-27T02:06:20Z",1.49222878382046,3.66152559633468,"FF","0-2","bottom",1,"R","6-2","R",12,91
"1281","020954","2017-09-27T02:09:54Z",0.970498771512411,3.0543827020304,"CU","1-1","top",2,"R","6-3","L",12,99
"1282","020954","2017-09-27T02:09:54Z",0.970498771512411,3.0543827020304,"CU","1-1","top",2,"R","6-1","L",12,99
"1283","021559","2017-09-27T02:15:59Z",-1.10336460697806,0.960948655637298,"KC","1-1","bottom",2,"R","6-0","R",13,120
"1284","030621","2017-09-27T03:06:21Z",-0.34628030207868,2.96175322141337,"SI","3-1","bottom",4,"R","6-0","R",4,299
"1285","032618","2017-09-27T03:26:18Z",-0.466015032696104,1.92012008119893,"SI","0-0","bottom",5,"L","5-8","L",7,372
"1286","035636","2017-09-27T03:56:36Z",0.734668644104091,2.05507604418762,"FF","2-2","bottom",6,"R","6-4","L",14,474
"1287","234408","2017-09-27T23:44:08Z",0.959471753301017,2.54386913645488,"FF","0-2","top",3,"R","6-2","L",14,128
"1288","234408","2017-09-27T23:44:08Z",0.959471753301017,2.54386913645488,"FF","0-2","top",3,"R","5-11","L",14,128
"1289","235006","2017-09-27T23:50:06Z",0.467154083422337,2.49160458916866,"CU","0-0","bottom",3,"R","6-3","L",6,151
"1290","000433","2017-09-28T00:04:33Z",-0.477324596159995,2.09117954317164,"FT","0-1","bottom",4,"R","6-2","R",7,202
"1291","002046","2017-09-28T00:20:46Z",0.250946346251862,3.83854631841573,"FF","1-2","top",6,"R","6-2","R",12,251
"1292","002954","2017-09-28T00:29:54Z",0.955246709715429,1.07658155862487,"FC","2-1","bottom",6,"R","6-3","R",14,285
"1293","003342","2017-09-28T00:33:42Z",-1.05480527145676,2.18940761787403,"FF","0-0","top",7,"R","6-2","L",13,292
"1294","003342","2017-09-28T00:33:42Z",-1.05480527145676,2.18940761787403,"FF","0-0","top",7,"R","5-10","L",13,292
"1295","004413","2017-09-28T00:44:13Z",-0.496526461795353,1.5597110668899,"FF","3-0","top",7,"R","6-1","L",7,337
"1296","005850","2017-09-28T00:58:50Z",0.251824132547606,2.04473483751736,"SL","0-1","bottom",7,"R","6-1","R",6,387
"1297","010313","2017-09-28T01:03:13Z",0.317874860747949,2.61341116594258,"FS","2-2","bottom",7,"R","6-2","R",6,404
"1298","014037","2017-09-28T01:40:37Z",0.0172056005373522,3.4622923349336,"FF","1-1","bottom",8,"R","6-0","L",12,452
"1299","014935","2017-09-28T01:49:35Z",0.418985335500254,2.6117391808048,"FF","0-2","top",9,"R","6-4","R",6,509
"1300","015553","2017-09-28T01:55:53Z",0.928371611795255,2.34446398104818,"FF","1-0","top",9,"R","6-1","L",12,515
"1301","234023","2017-09-29T23:40:23Z",1.02031650823349,1.43717022514313,"FT","0-0","bottom",2,"R","6-1","L",14,103
"1302","001947","2017-09-30T00:19:47Z",-0.235609545999977,3.48170492500183,"FF","0-2","bottom",4,"R","6-2","R",11,228
"1303","004127","2017-09-30T00:41:27Z",0.406048956801371,2.90336729146699,"FF","3-2","top",5,"R","6-1","R",3,296
"1304","004807","2017-09-30T00:48:07Z",-0.299202860877752,2.49891976153477,"CU","0-2","bottom",5,"R","6-1","R",4,318
"1305","005315","2017-09-30T00:53:15Z",-0.755899592561877,2.06575438783851,"CH","1-0","bottom",5,"L","6-1","R",13,333
"1306","011741","2017-09-30T01:17:41Z",0.669437519906082,1.67336667955063,"SL","0-0","top",7,"R","6-1","R",14,412
"1307","011741","2017-09-30T01:17:41Z",0.669437519906082,1.67336667955063,"SL","0-0","top",7,"L","5-8","R",14,412
"1308","011741","2017-09-30T01:17:41Z",0.669437519906082,1.67336667955063,"SL","0-0","top",7,"R","6-2","R",14,412
"1309","012415","2017-09-30T01:24:15Z",0.422854645274597,2.61922044749506,"FF","1-0","top",7,"R","6-3","R",6,433
"1310","015142","2017-09-30T01:51:42Z",-0.13176940568025,1.84498022405162,"FF","0-0","top",8,"R","6-0","R",8,523
"1311","020154","2017-09-30T02:01:54Z",-0.224017079213285,1.8109146990931,"SL","1-0","bottom",8,"R","6-4","R",8,562
"1312","213203","2017-10-06T21:32:03Z",-0.461440074011412,3.18220881747758,"SI","0-0","bottom",1,"L","5-11","R",1,70
